ID,ace,af,ak,am,an,ang,ar,arc,arz,as,ast,av,ay,az,azb,ba,bar,bcl,be,be-tarask,bg,bho,bjn,bm,bn,bo,bpy,br,bs,bxr,ca,cdo,ce,ceb,chr,ckb,co,cs,csb,cv,cy,da,de,din,diq,dty,dv,ee,el,eml,en,eo,es,et,eu,ext,fa,ff,fi,fo,fr,frr,fur,fy,ga,gag,gan,gd,gl,glk,gn,gom,gsw,gu,gv,ha,hak,haw,he,hi,hif,hr,ht,hu,hy,ia,id,ig,ilo,io,is,it,ja,jam,jbo,jv,ka,kaa,kbp,kg,ki,kk,kl,km,kn,ko,koi,krc,ksh,ku,ky,la,lb,lbe,lez,lfn,lg,li,lij,lmo,ln,lo,lt,lv,lzh,mai,mdf,mg,mhr,min,mk,ml,mn,mr,ms,mt,mwl,my,myv,mzn,nah,nan,nap,nb,nds,ne,new,nl,nn,nso,nv,ny,oc,om,or,os,pa,pam,pap,pcd,pdc,pl,pms,pnb,ps,pt,qu,rmy,rn,ro,ru,rue,rup,rw,sa,sah,sat,sc,scn,sco,sd,se,sgs,sh,si,sk,sl,sn,so,sq,sr,ss,st,su,sv,sw,szl,ta,tcy,te,tg,th,ti,tk,tl,tn,tpi,tr,ts,tt,tum,tyv,udm,ug,uk,ur,uz,ve,vec,vep,vi,vls,vro,wa,war,wo,wuu,xh,xmf,yi,yo,yue,za,zea,zh,zu
DOID:2972,,,,,,,تضيق الشريان الكلوي,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nierenarterienstenose,,,,,,,,renal artery obstruction,,Estenosis de la arteria renal,,,,,,,,Sténose de l'artère rénale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stenosi dell'arteria renale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nierarteriestenose,,,,,,,,,,,,,,,,,,estenose da artéria renal,,,,,,,,,,,,,,,,,,,,,,,,,Стеноза бубрежне артерије,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,肾动脉狭窄,
DOID:2973,,,,,,,نخر القشرة الكلوية,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kidney cortex necrosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,necrosi corticale renale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cortexnecrose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,腎皮質壞死,
DOID:2974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Multizystische Nierendysplasie,,,,,,,,multicystic dysplastic kidney,,displasia renal multiquística,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Displasia multicistica renale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Multicistična displazija bubrega,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOID:2975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cystic kidney disease,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,嚢胞性腎疾患,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOID:2977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,primary hyperoxaluria,,,,,,,,,,hyperoxalurie primitive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOID:2978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,carbohydrate metabolic disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOID:2981,,,,,,,نخر الحليمات الكلوية,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kidney papillary necrosis,,,,,,,,,,nécrose papillaire rénale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,necrosi papillare renale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,necrose das papilas renais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,腎乳頭壞死,
DOID:2983,,,,,,,انقطاع البول,,,,,,,Anuriya,,,,,,,,,,,,,,,,,Anúria,,,,,,,anurie,,,,,Anurie,,,,,,,,anuria,,Anuria,,,,آنوریا,,,,Anurie,,,,,,,,,,,,,,,,,,,,,Anurija,,,,,,,,,,anuria,,,,,,,,,,Анурия,,,,,,,,,Анурия,,,,,,Ensigo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anurie,,,,,,,,,,,,,,bezmocz,,,,,,,,Anurie,Анурия,,,,,,,,Anuria,,,,,,,Anúria,Anurija,,,,Анурија,,,,anuri,,,,,,,,,,,,,,,,,,,,Анурія,,Anuriya,,,,,,,,,,,,,,,,,,無尿症,
DOID:2986,,,,,,,اعتلال الكلية بالجلوبيولين المناعي A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IgA nefropatie,,,,,IgA-Nephritis,,,,,,,,IgA glomerulonephritis,,Nefropatía por IgA,,,,نفروپاتی ایمونوگلوبین آ,,IgA-nefropatia,,Maladie de Berger,,,,,,,,Nefropatía por IgA,,,,,,,,,,,,,IgA nefropatija,,,,,,,,,,glomerulonefrite a depositi mesangiali di IgA,IgA腎症,,,,,,,,,,,,,IgA신증,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nefropatia IgA,,,,Nefropatia por IgA,,,,,IgA-нефропатия,,,,,,,,,,,,,,,,,,,,IgA nefropatija,,,,IgA-nefrit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IgA肾病,
DOID:2987,,,,,,,حمى البحر الأبيض المتوسط العائلية,,,,,,,Erməni xəstəliyi,,,,,,,,,,,,,,,,,,,,,,,,Familiární středomořská horečka,,,,,Familiäres Mittelmeerfieber,,,,,,,,familial Mediterranean fever,,Fiebre mediterránea,,Sukar mediterraneo familiar,,تب مدیترانه‌ای فامیلیال,,,,Maladie périodique,,,,,,,,,,,,,,,,,,קדחת ים תיכונית משפחתית,,,,,,Պարբերական հիվանդություն,,,,,,,febbre mediterranea familiare,家族性地中海熱,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Фамилијарна медитеранска треска,,,,,,,,,,,,,Familiær middelhavsfeber,,,,,Familiær middelhavsfeber,,,,,,,,,,,,,Rodzinna gorączka śródziemnomorska,,,,febre familiar do Mediterrâneo,,,,,Периодическая болезнь,,,,,,,,,,,,,,,,,,,,,,,,familjär medelhavsfeber,,,,,,,,,,,,,Ailevi Akdeniz Ateşi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOID:2988,,,,,,,متلازمة أضداد الفوسفوليبيد,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Antiphospholipid-Syndrom,,,,,,,,antiphospholipid syndrome,,Síndrome antifosfolípidos,,,,,,,,Syndrome des antiphospholipides,,,,,,,,,,,,,,,,,,תסמונת אנטי-פוספוליפידית,,,,,,,,Sindrom antibodi antifosfolipid,,,,,sindrome da anticorpi antifosfolipidi,抗リン脂質抗体症候群,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Antifosfolipidinis sindromas,Antifosfolipīdu sindroms,,,,,,,,,,,,,,,,,,,,,,,,Antifosfolipidensyndroom,,,,,,,,,,,,,,Zespół antyfosfolipidowy,,,,síndrome do anticorpo antifosfolipídeo,,,,,Антифосфолипидный синдром,,,,,,,,,,,,,,,,,,,,Антифосфолипидни синдром,,,,antifosfolipidsyndrom,,,,,,,กลุ่มอาการแอนไทฟอสโฟไลปิด,,,,,,,,,,,,,антифосфоліпідний синдром,,,,,,,,,,,,,,,,,,,,抗磷脂综合征,
DOID:299,,,,,,,سرطانة غدية,,,,,,,,,,,,,,,,,,,,,,Adenokarcinom,,adenocarcinoma,,,,,,,,,,,Adenokarcinom,Adenokarzinom,,,,,,,,adenocarcinoma,,adenocarcinoma,,,,آدنوکارسینوم,,Adenokarsinooma,,adénocarcinome,,,,,,,,Adenocarcinoma,,,,,,,,,,,,,,,,,,,,,,,adenocarcinoma,腺癌,,,,,,,,,,,,,,,,,,,Adenocarcinoma,,,,,,,,,,,Adenokarcinoma,,,,,,,,,,,,,,,,,,,,,adenokarsinom,,,एडेनोकार्सिनोमा,adenocarcinoom,,,,,,,,,,,,,,Gruczolakorak,,,,adenocarcinoma,,,,,аденокарцинома,,,,,,,,,,,,,Adenokarcinom,,Adenokarcinóm,,,,,Adenokarcinom,,,,adenocarcinom,,,,,ఎడినోకార్సినోమా,,มะเร็งชนิดต่อม,,,,,,Adenokarsinom,,,,,,,,,Adenokarsinoma,,,,,,,,,,,,,,,腺癌,,,,
DOID:2998,,,,,,,سرطان الخصية,,سرطان الخصيه,,,,,,,,,,,,,,,,,,,,Rak testisa,,càncer de testicle,,,,,,,Rakovina varlat,,,,Testikelkræft,Hodenkrebs,,,,އޮށުގެ ކެންސަރު,,,,testicular cancer,,cáncer de testículo,,,,سرطان بیضه,,Kivessyöpä,,cancer du testicule,,,,,,,,,,,,,,,,,,סרטן האשכים,,,,,Hererák,,,,,,,,tumore del testicolo,精巣腫瘍,,,,,,,,,,,,,고환암,,,,,,Cancer testicularis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Testikkelkreft,,,,zaadbalkanker,,,,,,,,,,,,,,rak jądra,,,,cancro do testículo,,,,Cancerul testicular,Злокачественные новообразования яичка,,,Kanseri yo mu mabya,,,,,,,,,,Rak testisa,,,,,,,рак тестиса,,,,testikelcancer,,,,,వృషణాల క్యాన్సర్,,,,,,,,,,,,,,,,,,,,,Ung thư tinh hoàn,,,,,,,,,,,,,,睾丸癌,
DOID:3010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lobularni karcinom dojke in situ,,,,,,,,,,,,,,Lobuläres Karzinom in situ,,,,,,,,lobular neoplasia,,Carcinoma lobulillar 'in situ',,,,,,,,carcinome lobulaire in situ,,,,,,,,Carcinoma lobular in situ,,,,,,,,,,,,,,,,,,,,,,,carcinoma lobulare in situ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,carcinoma lobular in situ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOID:3012,,,,,,,متلازمه لي-فراوميني,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Syndrom Li-Fraumeni,,,,,Li-Fraumeni-Syndrom,,,,,,,,Li-Fraumeni syndrome,,Síndrome de Li-Fraumeni,Li-Fraumeni sündroom,Li-Fraumeni sindrome,,,,Li–Fraumenin oireyhtymä,,Syndrome de Li-Fraumeni,,,,,,,,Síndrome de Li-Fraumeni,,,,,,,,,,,,,,,,,,,,,,,sindrome di Li-Fraumeni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Li-Fraumenisyndroom,,,,,,,,,,,,,,Zespół Li-Fraumeni,,,,Síndrome de Li-Fraumeni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,李-佛美尼症候群,
DOID:302,,,,,,,تعاطي المخدرات,,,,Abusu de sustancies,,,,,,,,,,,,,,,,,,,,,,,,,,,Zneužívání návykových látek,,,,,,,,,,,,,substance abuse,Droga misuzado,abuso de sustancias,Narkomaania,,,سوء مصرف مواد,,Lääkkeiden väärinkäyttö,,abus de substances,,,,,,,,Abuso de substancias,,,,,,,,,,,,,,,,,,Penyalahgunaan substansial,,,,,,薬物乱用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Penyalahgunaan bahan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zloupotreba droga,ද්‍රව්‍ය අපයෝජනය,,,,,,злоупотреба дрога,,,,substansmissbruk,,,போதைப்பொருள்,,,,,,,,,,Madde bağımlılığı,,,,,,,,منشیات کا استحصال,,,,,,,,,,,,,,,,,,,藥物濫用,
DOID:3021,,,,,,,قصور كلوي حاد,,,,,,,Kəskin böyrək çatışmazlığı,,,,,,,Остра бъбречна недостатъчност,,,,,,,,,,insuficiència renal aguda,,,,,,,Akutní renální selhání,,,,,Akutes Nierenversagen,,,,,,,,acute kidney injury,,Insuficiencia renal aguda,,,,نارسایی حاد کلیه,,,,Insuffisance rénale aiguë,,,,,,,,,,,,,,,,,,אי-ספיקת כליות חריפה,,,,,,Սուր երիկամային անբավարարություն,,Gagal ginjal akut,,,,,insufficienza renale acuta,急性腎不全,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kecederaan ginjal akut,,,,,,,,,,,,एक्युट किड्नी इञ्जुरी,,,,,,,,,,,,,,,,,,,insuficiência renal aguda,,,,,Острая почечная недостаточность,,,,,,,,,,,,,Akutna bubrežna insuficijencija,,,Akutna odpoved ledvic,,,,акутна бубрежна инсуфицијенција,,,,akut njursvikt,,,கடிய சிறுநீரகக் காயம்,,,,ไตเสียหายเฉียบพลัน,,,,,,Akut böbrek yetmezliği,,,,,,,Гостра ниркова недостатність,,,,,,,,,,,,,,,,,,,,急性腎損傷,
DOID:3025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,acinar cell carcinoma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,腺房細胞癌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOID:303,,,,,,,اضطراب تعاطي المخدرات,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,substance-related disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,disturbo da uso di sostanze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Perturbação por abuso de substâncias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,物質使用疾患,
DOID:3042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dermatitis de contacte al·lèrgica,,,,,,,,,,,,,,,,,,,,allergic contact dermatitis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Аллергиялық дерматит,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dermatite de contato alérgica,,,,,Аллергический дерматит,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOID:3044,,,,,,,حساسية الطعام,,,,,,,,,,,,,Харчовая алергія,,,,,,,,,,,al·lèrgia als aliments,,,,,,,potravinová alergie,,,,,Nahrungsmittelallergie,,,,,,Τροφική αλλεργία,,food allergy,,alergia a alimentos,,janari-alergia,,حساسیت غذایی,,,,allergie alimentaire,,,,Ailléirge bia,,,,Alerxia alimentaria,,,,,,,,,,אלרגיה למזון,,,Alergija od hrane,,,,,Alergi makanan,,,,Matarofnæmi,allergia alimentare,食物アレルギー,,,,,,,,,,,,,식품 알레르기,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alahan makanan,,,,,,,,,IgE-basert matintoleranse,,,,voedselallergie,,,,,,,ଖାଦ୍ୟ ଆଲର୍ଜି,,,,,,,alergia pokarmowa,,,,alergia alimentar,,,,,пищевая аллергия,,,,,,,,,,,,,Alergija na hranu,ආහාර අසාත්මිකතාවය,,Alergija na hrano,,,,,,,,födoämnesöverkänslighet,,,,,,,ภูมิแพ้อาหาร,,,,,,,,,,,,,Харчова алергія,,,,,,,,,,,,,,,,,,,,食物過敏,
DOID:3047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wissler's syndrome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOID:3049,,,,,,,متلازمة شيرغ ستراوس,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Syndrom Churg-Straussové,,,,,Churg-Strauss-Syndrom,,,,,,,,Churg-Strauss syndrome,,Síndrome de Churg-Strauss,,,,سندرم چرگ اشتراوس,,,,syndrome de Churg-Strauss,,,,Siondróm Churg-Strauss,,,,Síndrome de Churg-Strauss,,,,,,,,,,תסמונת צ'רג שטראוס,,,,,,,,,,,,,sindrome di Churg-Strauss,アレルギー性肉芽腫性血管炎,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Čērdža—Strosas sindroms,,,,,,,,,,,,,,,,,,,,Eosinofil granulomatose med polyangiit,,,,Syndroom van Churg-Strauss,,,,,,,,,,,,,,Zespół Churga-Strauss,,,,Síndrome de Churg-Strauss,,,,,Синдром Чардж / Charge,,,,,,,,,,,,,,,,,,,,Чарг-Штраусов синдром,,,,Churg–Strauss syndrom,,,,,,,,,,,,,,,,,,,,,,,,,,Hội chứng Churg-Strauss,,,,,,,,,,,,,,查格-施特勞斯氏綜合徵,
DOID:305,,,,,,,سرطانة,,,,,,,,,,,,,карцынома,,,,,,སྐྲན་,,,,,carcinoma,,,,,,,karcinom,,,,Karcinom,Karzinom,,,,,,καρκίνωμα,,carcinoma,karcinomo,carcinoma,Kartsinoom,kartzinoma,,کارسینوما,,Karsinooma,,carcinome,,,,,,,,Carcinoma,,,,,,,,,,קרצינומה,,,Karcinom,,,քաղցկեղ,,Karsinoma,,,Karcinomo,,carcinoma,癌腫,,,,კარცინომა,,,,,,,,,암종,,,,Tîrav,,,,,,,,,,,,,Karcinoma,,,,,,,,,,,,,,,,,,,,,Karsinom,,,कार्सिनोमा,carcinoom,karsinom,,,,,,,,,,,,,Rak,,,,carcinoma,,,,Carcinom,карцинома,,,,,,,,,carcinoma,,,,,,Karcinóm,,,,,,,,,carcinom,,,,,,,มะเร็งเยื่อบุ,,,,,,Karsinom,,карсынума,,,,,карцинома,سرطانہ,,,,,,,,,,,,,,,,上皮細胞癌,,,癌,
DOID:3052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Balkan-Nephropathie,,,,,,,,Balkan nephropathy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Balkanska endemska nefropatija,,,,,,,,,,nefropatia balcanica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nefropatia bałkańska,,,,,,,,Nefropatie endemică balcanică,,,,,,,,,,,,,,,,,,,,,Balkanska endemska nefropatija,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,多瑙河地區性家族性腎病,
DOID:3055,,,,,,,الحمى نظيرة التيفية,,,,,,,,,,,,,,Паратиф,,,,,,,,,,,,,,,,,Paratyfus,,,,,Paratyphus,,,,,,Παρατύφος,,paratyphoid fever,,fiebre paratifoidea,,Sukar paratifoide,,تب شبه‌حصبه,,Pikkulavantauti,,,,,,Fiabhras paraitíofóideach,,,,,,,,,,,,,,,,,,,,Պարատիֆեր,,Demam paratipus,,,,,paratifo,パラチフス熱,,,,,,,,,Паратиф,,,,파라티푸스,,,,,Ич келте,,,,,,,,,,Fièvre paratyphoïde,,,Paratīfs,,,,,,,,,,,,,,,,,,,,paratyfus,,,,Paratyfus,,,,,,,ପାରାଟାଇଫଏଡ ଜ୍ୱର,,,,,,,Dur rzekomy,,,,febre paratifoide,,,,,Паратифы,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Паратифи,,,,,,,,,,,,,,,,,副傷寒,,,副傷寒,
DOID:3068,,,,,,,ورم أرومي دبقي متعدد الأشكال,,,,,,,,,,,,,,,,,,,,,,,,glioblastoma multiforme,,,,,,,glioblastoma multiforme,,,,,Glioblastom,,,,,,Πολύμορφο Γλοιοβλάστωμα,,glioblastoma multiforme,,Glioblastoma,Glioblastoom,,,گلیوبلاستوم مولتی فرم,,Glioblastooma,,glioblastome multiforme,,,,,,,,,,,,,,,,,,גליובלסטומה מולטיפורמה,,,,,,Գլիոբլաստոմա,,,,,,,glioblastoma,膠芽腫,,,,,,,,,,,,,교모세포종,,,,,,Glioblastoma multiforme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glioblastoma multiforme,,,,,,,,,,,ଗ୍ଲାୟୋବ୍ଲାସ୍ଟୋମା ମଲ୍ଟିଫର୍ମ,,,,,,,Glejak wielopostaciowy,,,,glioblastoma multiforme,,,,,Глиобластома,,,,,,,,,,,,,,,,Multiformni glioblastom,,,,,,,,glioblastom,,,,,,,,,,,,,Glioblastom,,,,,,,Гліобластома,,,,,,,,,,,,,,,,,,,,胶质母细胞瘤,
DOID:3069,,,,,,,ورم نجمي,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,astrocytom,,,,,Astrozytom,,,,,,,,astrocytoma,,astrocitoma,,,,,,Astrosytooma,,astrocytome,,,,,,,,Astrocitoma,,,,,,,,,,אסטרוציטומה,,,,,,,,,,,,,astrocitoma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,astrocytoom,,,,,,,,,,,,,,Gwiaździaki,,,,astrocitoma,,,,,Астроцитома,,,,,,,,,,,,,,,,,,,,Астроцитом,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOID:3070,,,,,,,ورم دبقي,,,,,,,,,,,,,,,,,,,,,,,,glioma,,,,,,,gliom,,,,,Gliom,,,,,,,,glioma,,glioma,,,,گلیوما,,Gliooma,,gliome,,,,,,,,Glioma,,,,,,,,,,גליומה,,,,,,,,,,,Gliomo,,glioma,神経膠腫,,,,,,,,,,,,,교종,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,glioom,,,,,,,,,,,,,,Glejak,,,,glioma,,,,,Глиома,,,,,,,,,,,,,,,,,,,,,,,,gliom,,,,,,,,,,,,,,,,,,,,Гліома,,,,,,,,,,,,,,,,,,,,神經膠質瘤,
DOID:3071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gliosarkom,,,,,Gliosarkom,,,,,,,,gliosarcoma,,Gliosarcoma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gliosarcoma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOID:3078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anaplastický astrocytom,,,,,Anaplastisches Astrozytom,,,,,,,,Anaplastic astrocytoma,,Astrocitoma anaplásico,,,,,,,,Astrocytome anaplasique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,astrocitoma anaplastico,,,,,,,,,,,,,,역형성 성상세포종,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gwiaździak anaplastyczny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOID:308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,early myoclonic encephalopathy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOID:3081,,,,,,,ورم رطب كيسي,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hygroma colli,,,,,,,,cystic lymphangioma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hygroma colli,,,,,,,,,,,,,,Naczyniak limfatyczny torbielowaty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cistični higrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOID:3082,,,,,,,مرض رئوي خلالي,,,,,,,,,,,,,,,,,,,,,,,,malaltia intersticial del pulmó,,,,,,,,,,,,Interstitielle Lungenerkrankung,,,,,,,,interstitial lung disease,,enfermedad pulmonar intersticial,,,,,,keuhkoparenkyymisairaudet,,pneumopathie interstitielle,,,,,,,,,,,,,,,,,,מחלות ריאה אינטרסטיציאליות,,,,,,,,Penyakit paru interstisial,,,,,interstiziopatia polmonare,間質性肺炎,,,,,,,,,,,,,간질성 폐질환,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,interstitiële longziekten,,,,,,,,,,,,,,choroby śródmiąższowe płuc,,,,doença pulmonar intersticial,,,,,Интерстициальные заболевания лёгких,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,間質性肺病,
